time,fa_swc_20,fa_swc_40,fa_swc_100,g2e_swc_20,g2e_swc_40,g2e_swc_100,crop_swc_20,crop_swc_40,crop_swc_100,syntropic_swc_20,syntropic_swc_40,syntropic_swc_100,fa_iso_20,fa_iso_40,fa_iso_100,g2e_iso_20,g2e_iso_40,g2e_iso_100,crop_iso_20,crop_iso_40,crop_iso_100,syntropic_iso_20,syntropic_iso_40,syntropic_iso_100
2018/3/14,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/15,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/16,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/17,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/18,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/19,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/20,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/21,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/22,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/23,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/24,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/25,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/26,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/27,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/28,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/29,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/30,,,,,,,,,,,,,,,,,,,,,,,,
2018/3/31,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/1,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/2,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/3,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/4,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/5,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/6,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/7,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/8,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/9,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/10,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/11,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/12,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/13,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/14,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/15,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/16,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/17,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/18,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/19,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/20,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/21,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/22,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/23,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/24,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/25,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/26,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/27,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/28,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/29,,,,,,,,,,,,,,,,,,,,,,,,
2018/4/30,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/1,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/2,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/3,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/4,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/5,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/6,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/7,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/8,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/9,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/10,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/11,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/12,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/13,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/14,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/15,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/16,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/17,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/18,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/19,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/20,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/21,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/22,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/23,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/24,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/25,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/26,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/27,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/28,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/29,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/30,,,,,,,,,,,,,,,,,,,,,,,,
2018/5/31,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/1,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/2,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/3,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/4,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/5,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/6,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/7,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/8,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/9,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/10,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/11,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/12,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/13,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/14,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/15,,,,,,,,,,,,,,,,,,,,,,,,
2018/6/16,0.036091667,0.050905556,0.064554514,,,,,,,,,,,,,,,,,,,,,
2018/6/17,0.035964931,0.050975694,0.065928472,,,,,,,,,,,,,,,,,,,,,
2018/6/18,0.035640625,0.050724306,0.066288194,,,,,,,,,,,,,,,,,,,,,
2018/6/19,0.035296528,0.050342014,0.066252431,,,,,,,,,,,,,,,,,,,,,
2018/6/20,0.034959375,0.049913194,0.06604375,,,,,,,,,,,,,,,,,,,,,
2018/6/21,0.034615625,0.049414583,0.065771875,,,,,,,,,,,,,,,,,,,,,
2018/6/22,0.035330077,0.048961877,0.065594253,,,,,,,,,,,,,,,,,,,,,
2018/6/23,0.038848032,0.048755324,0.065434838,,,,,,,,,,,,,,,,,,,,,
2018/6/24,0.037608681,0.048372454,0.06508831,,,,,,,,,,,,,,,,,,,,,
2018/6/25,0.037029398,0.048150579,0.064963079,,,,,,,,,,,,,,,,,,,,,
2018/6/26,0.036395486,0.047771991,0.064559375,,,,,,,,,,,,,,,,,,,,,
2018/6/27,0.035828472,0.047355093,0.064110417,,,,,,,,,,,,,,,,,,,,,
2018/6/28,0.035306481,0.046907639,0.063617477,,,,,,,,,,,,,,,,,,,,,
2018/6/29,0.034785069,0.046440625,0.063101968,,,,,,,,,,,,,,,,,,,,,
2018/6/30,0.034197338,0.045921412,0.062556366,,,,,,,,,,,,,,,,,,,,,
2018/7/1,0.0335875,0.045389236,0.062003935,,,,,,,,,,,,,,,,,,,,,
2018/7/2,0.033082176,0.044858218,0.061455556,,,,,,,,,,,,,,,,,,,,,
2018/7/3,0.032654861,0.044403356,0.060872917,,,,,,,,,,,,,,,,,,,,,
2018/7/4,0.032262963,0.043950116,0.060270602,,,,,,,,,,,,,,,,,,,,,
2018/7/5,0.031911458,0.043510648,0.05966956,,,,,,,,,,,,,,,,,,,,,
2018/7/6,0.031590509,0.043071644,0.059061806,,,,,,,,,,,,,,,,,,,,,
2018/7/7,0.031201505,0.042647454,0.058509491,,,,,,,,,,,,,,,,,,,,,
2018/7/8,0.03088206,0.042196875,0.057946296,,,,,,,,,,,,,,,,,,,,,
2018/7/9,0.030602904,0.041760279,0.057393612,,,,,,,,,,,,,,,,,,,,,
2018/7/10,0.047364583,0.041453704,0.05707037,,,,,,,,,,,,,,,,,,,,,
2018/7/11,0.125942824,0.064058912,0.056845718,,,,,,,,,,,,,,,,,,,,,
2018/7/12,0.12706875,0.074135995,0.056418866,,,,,,,,,,,,,,,,,,,,,
2018/7/13,0.121335764,0.085424537,0.056238889,,,,,,,,,,,,,,,,,,,,,
2018/7/14,0.112545833,0.082120486,0.056203125,,,,,,,,,,,,,,,,,,,,,
2018/7/15,0.098700926,0.077213542,0.056439236,,,,,,,,,,,,,,,,,,,,,
2018/7/16,0.087523495,0.072321875,0.05659375,,,,,,,,,,,,,,,,,,,,,
2018/7/17,0.077805787,0.068535764,0.056665278,,,,,,,,,,,,,,,,,,,,,
2018/7/18,0.071319444,0.065833912,0.056775694,,,,,,,,,,,,,,,,,,,,,
2018/7/19,0.06564919,0.063640278,0.056889815,,,,,,,,,,,,,,,,,,,,,
2018/7/20,0.060509606,0.061623032,0.056965625,,,,,,,,,,,,,,,,,,,,,
2018/7/21,0.055254282,0.059253704,0.056989005,,,,,,,,,,,,,,,,,,,,,
2018/7/22,0.051318519,0.057115741,0.056983796,,,,,,,,,,,,,,,,,,,,,
2018/7/23,0.048334028,0.055259144,0.056901505,,,,,,,,,,,,,,,,,,,,,
2018/7/24,0.045885417,0.05359919,0.056724769,,,,,,,,,,,,,,,,,,,,,
2018/7/25,0.043963426,0.052104282,0.056495023,,,,,,,,,,,,,,,,,,,,,
2018/7/26,0.042297222,0.050728588,0.056256134,,,,,,,,,,,,,,,,,,,,,
2018/7/27,0.04080787,0.049461921,0.055932176,,,,,,,,,,,,,,,,,,,,,
2018/7/28,0.041951273,0.048511343,0.055686343,,,,,,,,,,,,,,,,,,,,,
2018/7/29,0.090224074,0.048778356,0.055387037,,,,,,,,,,,,,,,,,,,,,
2018/7/30,0.072162153,0.048945023,0.055331597,,,,,,,,,,,,,,,,,,,,,
2018/7/31,0.061221759,0.048799074,0.055376042,,,,,,,,,,,,,,,,,,,,,
2018/8/1,0.166253897,0.102113145,0.048333458,,,,,,,,,,,,,,,,,,,,,
2018/8/2,0.049229861,0.047844444,0.055383681,,,,,,,,,,,,,,,,,,,,,
2018/8/3,0.045767361,0.047244444,0.055271181,,,,,,,,,,,,,,,,,,,,,
2018/8/4,0.043061111,0.046504167,0.055020139,,,,,,,,,,,,,,,,,,,,,
2018/8/5,0.043107986,0.045675347,0.054820833,,,,,,,,,,,,,,,,,,,,,
2018/8/6,0.043373264,0.045190278,0.054639583,,,,,,,,,,,,,,,,,,,,,
2018/8/7,0.041911458,0.044641667,0.054356597,,,,,,,,,,,,,,,,,,,,,
2018/8/8,0.040198246,0.044145614,0.054060702,,,,,,,,,,,,,,,,,,,,,
2018/8/9,0.039026042,0.043606597,0.053832292,,,,,,,,,,,,,,,,,,,,,
2018/8/10,0.037651389,0.043122917,0.053519792,,,,,,,,,,,,,,,,,,,,,
2018/8/11,0.036446181,0.042612153,0.053215278,,,,,,,,,,,,,,,,,,,,,
2018/8/12,0.035457639,0.042072917,0.052845139,,,,,,,,,,,,,,,,,,,,,
2018/8/13,0.034664931,0.041516319,0.052432986,,,,,,,,,,,,,,,,,,,,,
2018/8/14,0.034113542,0.040948264,0.052030556,,,,,,,,,,,,,,,,,,,,,
2018/8/15,0.033656944,0.040430556,0.051662153,,,,,,,,,,,,,,,,,,,,,
2018/8/16,0.033181597,0.039963889,0.051312847,,,,,,,,,,,,,,,,,,,,,
2018/8/17,0.032748264,0.039498611,0.050940972,,,,,,,,,,,,,,,,,,,,,
2018/8/18,0.032441319,0.039060417,0.050606944,,,,,,,,,,,,,,,,,,,,,
2018/8/19,0.032062153,0.038658681,0.050278125,,,,,,,,,,,,,,,,,,,,,
2018/8/20,0.031759028,0.038293403,0.049979861,,,,,,,,,,,,,,,,,,,,,
2018/8/21,0.031500694,0.037938542,0.0496875,,,,,,,,,,,,,,,,,,,,,
2018/8/22,0.031146875,0.037616319,0.049407292,,,,,,,,,,,,,,,,,,,,,
2018/8/23,0.030993403,0.037303819,0.049111458,,,,,,,,,,,,,,,,,,,,,
2018/8/24,0.031314931,0.037061806,0.049052778,,,,,,,,,,,,,,,,,,,,,
2018/8/25,0.031922569,0.036967361,0.049105208,,,,,,,,,,,,,,,,,,,,,
2018/8/26,0.0319125,0.036843056,0.048954514,,,,,,,,,,,,,,,,,,,,,
2018/8/27,0.031675694,0.036759722,0.048692708,,,,,,,,,,,,,,,,,,,,,
2018/8/28,0.031555208,0.036625694,0.048437847,,,,,,,,,,,,,,,,,,,,,
2018/8/29,0.031291319,0.036444444,0.048232292,,,,,,,,,,,,,,,,,,,,,
2018/8/30,0.031207292,0.036233333,0.048119792,,,,,,,,,,,,,,,,,,,,,
2018/8/31,0.031269792,0.036094444,0.048336458,,,,,,,,,,,,,,,,,,,,,
2018/9/1,0.031098264,0.036087847,0.048178125,,,,,,,,,,,,,,,,,,,,,
2018/9/2,0.031008681,0.035967361,0.047983681,,,,,,,,,,,,,,,,,,,,,
2018/9/3,0.0310125,0.035860764,0.0478,,,,,,,,,,,,,,,,,,,,,
2018/9/4,0.030914236,0.035751042,0.047623958,,,,,,,,,,,,,,,,,,,,,
2018/9/5,0.030740278,0.035593056,0.047487153,,,,,,,,,,,,,,,,,,,,,
2018/9/6,0.030568056,0.035403472,0.04733125,,,,,,,,,,,,,,,,,,,,,
2018/9/7,0.031054386,0.035225263,0.047212632,,,,,,,,,,,,,,,,,,,,,
2018/9/8,0.036461458,0.035166319,0.047553819,,,,,,,,,,,,,,,,,,,,,
2018/9/9,0.032871875,0.034977083,0.047384375,,,,,,,,,,,,,,,,,,,,,
2018/9/10,0.031756944,0.034918056,0.047142361,,,,,,,,,,,,,,,,,,,,,
2018/9/11,0.031203125,0.034880556,0.046980903,,,,,,,,,,,,,,,,,,,,,
2018/9/12,0.030811458,0.034819097,0.046766667,,,,,,,,,,,,,,,,,,,,,
2018/9/13,0.030578819,0.034693403,0.046641319,,,,,,,,,,,,,,,,,,,,,
2018/9/14,0.030460764,0.034613889,0.046598958,,,,,,,,,,,,,,,,,,,,,
2018/9/15,0.030285417,0.034525694,0.046486458,,,,,,,,,,,,,,,,,,,,,
2018/9/16,0.030100347,0.034412847,0.04633125,,,,,,,,,,,,,,,,,,,,,
2018/9/17,0.029951042,0.03428125,0.04616875,,,,,,,,,,,,,,,,,,,,,
2018/9/18,0.029869792,0.034141319,0.046032639,,,,,,,,,,,,,,,,,,,,,
2018/9/19,0.029830903,0.034001042,0.045919444,,,,,,,,,,,,,,,,,,,,,
2018/9/20,0.029789236,0.033911111,0.045770486,,,,,,,,,,,,,,,,,,,,,
2018/9/21,0.029695789,0.033819298,0.045655439,,,,,,,,,,,,,,,,,,,,,
2018/9/22,0.029464583,0.033720486,0.045569444,,,,,,,,,,,,,,,,,,,,,
2018/9/23,0.058509722,0.037523264,0.045676736,,,,,,,,,,,,,,,,,,,,,
2018/9/24,0.131677083,0.047797222,0.04565,,,,,,,,,,,,,,,,,,,,,
2018/9/25,0.097397569,0.043607292,0.045567014,,,,,,,,,,,,,,,,,,,,,
2018/9/26,0.0803625,0.041576042,0.045642708,,,,,,,,,,,,,,,,,,,,,
2018/9/27,0.068771528,0.040086806,0.045614583,,,,,,,,,,,,,,,,,,,,,
2018/9/28,0.060151389,0.039030556,0.045578472,,,,,,,,,,,,,,,,,,,,,
2018/9/29,0.053778819,0.038199306,0.045528125,,,,,,,,,,,,,,,,,,,,,
2018/9/30,0.049416319,0.037550694,0.045535069,,,,,,,,,,,,,,,,,,,,,
2018/10/1,0.046162847,0.037059722,0.045509722,,,,,,,,,,,,,,,,,,,,,
2018/10/2,0.044086458,0.036651042,0.045505903,,,,,,,,,,,,,,,,,,,,,
2018/10/3,0.042596875,0.036246181,0.045533333,,,,,,,,,,,,,,,,,,,,,
2018/10/4,0.041044912,0.035996842,0.045533333,,,,,,,,,,,,,,,,,,,,,
2018/10/5,0.039823264,0.03580625,0.045505903,,,,,,,,,,,,,,,,,,,,,
2018/10/6,0.038526042,0.035640625,0.0454625,,,,,,,,,,,,,,,,,,,,,
2018/10/7,0.037470833,0.035486111,0.045373958,,,,,,,,,,,,,,,,,,,,,
2018/10/8,0.036513889,0.035352778,0.045339931,,,,,,,,,,,,,,,,,,,,,
2018/10/9,0.035798958,0.035198264,0.045301736,,,,,,,,,,,,,,,,,,,,,
2018/10/10,0.035288542,0.035092361,0.045257639,,,,,,,,,,,,,,,,,,,,,
2018/10/11,0.034790278,0.034985069,0.0452,,,,,,,,,,,,,,,,,,,,,
2018/10/12,0.034276736,0.0348625,0.045164931,,,,,,,,,,,,,,,,,,,,,
2018/10/13,0.033782639,0.034769097,0.045124653,,,,,,,,,,,,,,,,,,,,,
2018/10/14,0.033295833,0.034639931,0.045066667,,,,,,,,,,,,,,,,,,,,,
2018/10/15,0.032867014,0.034536458,0.045050694,,,,,,,,,,,,,,,,,,,,,
2018/10/16,0.032479861,0.034404514,0.044997569,,,,,,,,,,,,,,,,,,,,,
2018/10/17,0.032164931,0.034294444,0.044966667,,,,,,,,,,,,,,,,,,,,,
2018/10/18,0.031915625,0.034158333,0.044952778,,,,,,,,,,-30.71594407,-46.07459205,,,,,,,,,,
2018/10/19,0.031798611,0.0341,0.044926042,,,,,,,,,,,,,,,,,,,,,
2018/10/20,0.031511111,0.034040625,0.044878472,,,,,,,,,,,,,,,,,,,,,
2018/10/21,0.031305208,0.03395625,0.044857292,,,,,,,,,,,,,,,,,,,,,
2018/10/22,0.031236111,0.03391875,0.044886111,,,,,,,,,,,,,,,,,,,,,
2018/10/23,0.065061806,0.036425,0.044974306,,,,,,,,,,,,,,,,,,,,,
2018/10/24,0.144974737,0.044775439,0.044490175,,,,,,,,,,,,,,,,,,,,,
2018/10/25,0.133917361,0.041830903,0.044420139,,,,,,,,,,,,,,,,,,,,,
2018/10/26,0.115322917,0.040544792,0.044453819,,,,,,,,,,,,,,,,,,,,,
2018/10/27,0.098067361,0.039820833,0.044614583,,,,,,,,,,,,,,,,,,,,,
2018/10/28,0.092348958,0.039373958,0.044715972,,,,,,,,,,,,,,,,,,,,,
2018/10/29,0.156364236,0.056222222,0.0443625,,,,,,,,,,,,,,,,,,,,,
2018/10/30,0.131457986,0.054968056,0.044440278,,,,,,,,,,,,,,,,,,,,,
2018/10/31,0.114443617,0.052752128,0.044539716,,,,,,,,,,,,,,,,,,,,,
2018/11/1,0.102040972,0.05153125,0.044660069,,,,,,,,,,,,,,,,,,,,,
2018/11/2,0.093594792,0.050305556,0.044752431,,,,,,,,,,,,,,,,,,,,,
2018/11/3,0.086691319,0.04910625,0.044838542,,,,,,,,,,,,,,,,,,,,,
2018/11/4,0.081367361,0.048048611,0.044893056,,,,,,,,,,,,,,,,,,,,,
2018/11/5,0.077196875,0.0471625,0.044968056,,,,,,,,,,,,,,,,,,,,,
2018/11/6,0.072779167,0.046305556,0.045019792,,,,,,,,,,,,,,,,,,,,,
2018/11/7,0.068967361,0.045531944,0.045089931,,,,,,,,,,,,,,,,,,,,,
2018/11/8,0.065942361,0.044859028,0.045166667,,,,,,,,,,,,,,,,,,,,,
2018/11/9,0.063690972,0.044243056,0.045224653,,,,,,,,,,,,,,,,,,,,,
2018/11/10,0.061780903,0.043732292,0.045237153,,,,,,,,,,,,,,,,,,,,,
2018/11/11,0.059959375,0.043267014,0.045280208,,,,,,,,,,,,,,,,,,,,,
2018/11/12,0.058452431,0.042819444,0.0453,,,,,,,,,,,,,,,,,,,,,
2018/11/13,0.091186111,0.042442708,0.045136806,,,,,,,,,,,,,,,,,,,,,
2018/11/14,0.153395139,0.041994444,0.044784375,,,,,,,,,,,,,,,,,,,,,
2018/11/15,0.133205556,0.041834722,0.044933681,,,,,,,,,,,,,,,,,,,,,
2018/11/16,0.120977083,0.041675,0.044988542,,,,,,,,,,,,,,,,,,,,,
2018/11/17,0.11250625,0.04150625,0.044996528,,,,,,,,,,,,,,,,,,,,,
2018/11/18,0.106389583,0.041360069,0.045007639,,,,,,,,,,,,,,,,,,,,,
2018/11/19,0.102047222,0.041180556,0.045007292,,,,,,,,,,,,,,,,,,,,,
2018/11/20,0.098243403,0.041092361,0.045064583,,,,,,,,,,-37.44049572,-43.23445505,,,,,,,,,,
2018/11/21,0.094789931,0.041051389,0.045067014,,,,,,,,,,,,,,,,,,,,,
2018/11/22,0.091853125,0.040992014,0.045110764,,,,,,,,,,,,,,,,,,,,,
2018/11/23,0.089305556,0.040972569,0.045133333,,,,,,,,,,,,,,,,,,,,,
2018/11/24,0.087053472,0.040941319,0.045157986,,,,,,,,,,,,,,,,,,,,,
2018/11/25,0.085080208,0.040907986,0.045167361,,,,,,,,,,,,,,,,,,,,,
2018/11/26,0.083330903,0.040925694,0.045204514,,,,,,,,,,,,,,,,,,,,,
2018/11/27,0.081619792,0.040960764,0.045204514,,,,,,,,,,,,,,,,,,,,,
2018/11/28,0.080043056,0.040978819,0.045216319,,,,,,,,,,,,,,,,,,,,,
2018/11/29,0.078590972,0.040969444,0.045284375,,,,,,,,,,,,,,,,,,,,,
2018/11/30,0.077321528,0.040920833,0.045276042,,,,,,,,,,,,,,,,,,,,,
2018/12/1,0.076283681,0.040958333,0.045175347,,,,,,,,,,,,,,,,,,,,,
2018/12/2,0.075873958,0.040988889,0.045203125,,,,,,,,,,,,,,,,,,,,,
2018/12/3,0.091683681,0.040825,0.045201736,,,,,,,,,,,,,,,,,,,,,
2018/12/4,0.107002456,0.04080386,0.04521193,,,,,,,,,,,,,,,,,,,,,
2018/12/5,0.103954861,0.040870139,0.045229514,,,,,,,,,,,,,,,,,,,,,
2018/12/6,0.100223958,0.040891667,0.045235069,,,,,,,,,,,,,,,,,,,,,
2018/12/7,0.113685764,0.040935764,0.045180556,,,,,,,,,,,,,,,,,,,,,
2018/12/8,0.202866319,0.08078125,0.045138889,,,,,,,,,,,,,,,,,,,,,
2018/12/9,0.215982986,0.091636806,0.045204861,,,,,,,,,,,,,,,,,,,,,
2018/12/10,0.197078819,0.092946528,0.045326042,,,,,,,,,,,,,,,,,,,,,
2018/12/11,0.19109193,0.090825614,0.045334737,,,,,,,,,,,,,,,,,,,,,
2018/12/12,0.205980903,0.092810764,0.045354514,,,,,,,,,,,,,,,,,,,,,
2018/12/13,0.1851625,0.092167708,0.045392361,,,,,,,,,,,,,,,,,,,,,
2018/12/14,0.168978819,0.088573264,0.045398958,,,,,,,,,,,,,,,,,,,,,
2018/12/15,0.157544097,0.085103125,0.045401736,,,,,,,,,,,,,,,,,,,,,
2018/12/16,0.149363542,0.082451042,0.045434722,,,,,,,,,,,,,,,,,,,,,
2018/12/17,0.143023611,0.080423958,0.045451389,,,,,,,,,,,,,,,,,,,,,
2018/12/18,0.138242014,0.078947222,0.045452431,,,,,,,,,,-50.46106056,-45.60441253,,,,,,,,,,
2018/12/19,0.134163542,0.077829167,0.045466667,,,,,,,,,,,,,,,,,,,,,
2018/12/20,0.132202778,0.077005208,0.045419444,,,,,,,,,,,,,,,,,,,,,
2018/12/21,0.140375789,0.076914737,0.04538386,,,,,,,,,,,,,,,,,,,,,
2018/12/22,0.184308333,0.078000694,0.045370139,,,,,,,,,,,,,,,,,,,,,
2018/12/23,0.216532292,0.082453819,0.045415278,,,,,,,,,,,,,,,,,,,,,
2018/12/24,0.240659722,0.112778125,0.045642014,,,,,,,,,,,,,,,,,,,,,
2018/12/25,0.207285417,0.112838194,0.045896181,,,,,,,,,,,,,,,,,,,,,
2018/12/26,0.189680903,0.109688889,0.046382292,,,,,,,,,,,,,,,,,,,,,
2018/12/27,0.179892361,0.107248958,0.046841319,,,,,,,,,,,,,,,,,,,,,
2018/12/28,0.171778125,0.105638889,0.047331597,,,,,,,,,,,,,,,,,,,,,
2018/12/29,0.166830556,0.104258333,0.047707778,,,,,,,,,,,,,,,,,,,,,
2018/12/30,0.179215447,0.104520325,0.0482,,,,,,,,,,,,,,,,,,,,,
2018/12/31,0.182181362,0.107303226,0.048664875,,,,,,,,,,,,,,,,,,,,,
2019/1/1,0.175032292,0.10776875,0.049052778,,,,,,,,,,,,,,,,,,,,,
2019/1/2,0.169614931,0.107555556,0.049410764,,,,,,,,,,,,,,,,,,,,,
2019/1/3,0.164259028,0.106847569,0.049857986,,,,,,,,,,,,,,,,,,,,,
2019/1/4,0.160591579,0.105928421,0.050130175,,,,,,,,,,,,,,,,,,,,,
2019/1/5,0.172473264,0.106232986,0.050360069,,,,,,,,,,,,,,,,,,,,,
2019/1/6,0.174188194,0.108172917,0.050847917,,,,,,,,,,,,,,,,,,,,,
2019/1/7,0.169923611,0.108845139,0.051460069,,,,,,,,,,,,,,,,,,,,,
2019/1/8,0.233799298,0.116272982,0.052416842,,,,,,,,,,,,,,,,,,,,,
2019/1/9,0.239842361,0.130013194,0.053471875,,,,,,,,,,,,,,,,,,,,,
2019/1/10,0.231825694,0.139348958,0.055001736,,,,,,,,,,,,,,,,,,,,,
2019/1/11,0.21211875,0.140295833,0.059837153,,,,,,,,,,,,,,,,,,,,,
2019/1/12,0.212229514,0.140385069,0.067114236,,,,,,,,,,,,,,,,,,,,,
2019/1/13,0.231163194,0.143427431,0.071021528,,,,,,,,,,,,,,,,,,,,,
2019/1/14,0.234544444,0.151780903,0.075110069,,,,,,,,,,,,,,,,,,,,,
2019/1/15,0.213290877,0.151532982,0.078984912,,,,,,,,,,-59.24277973,-55.13728913,,,,,,,,,,
2019/1/16,0.208048611,0.150154861,0.082260764,,,,,,,,,,,,,,,,,,,,,
2019/1/17,0.201363194,0.148897917,0.085471875,,,,,,,,,,,,,,,,,,,,,
2019/1/18,0.212913889,0.148921875,0.089097222,,,,,,,,,,,,,,,,,,,,,
2019/1/19,0.203471181,0.149586111,0.092723611,,,,,,,,,,,,,,,,,,,,,
2019/1/20,0.193578125,0.148119792,0.096087153,,,,,,,,,,,,,,,,,,,,,
2019/1/21,0.18526,0.145139298,0.098795088,,,,,,,,,,,,,,,,,,,,,
2019/1/22,0.178345139,0.141890625,0.101060764,,,,,,,,,,,,,,,,,,,,,
2019/1/23,0.172470139,0.138952778,0.102963889,,,,,,,,,,,,,,,,,,,,,
2019/1/24,0.167544097,0.136685069,0.104402778,,,,,,,,,,,,,,,,,,,,,
2019/1/25,0.16324375,0.134729861,0.105575347,,,,,,,,,,,,,,,,,,,,,
2019/1/26,0.159557986,0.133230556,0.106493403,,,,,,,,,,,,,,,,,,,,,
2019/1/27,0.158888889,0.132271875,0.106721181,,,,,,,,,,,,,,,,,,,,,
2019/1/28,0.166448264,0.131307292,0.107292014,,,,,,,,,,,,,,,,,,,,,
2019/1/29,0.177072632,0.131891579,0.108310526,,,,,,,,,,,,,,,,,,,,,
2019/1/30,0.179094444,0.13280625,0.109572222,,,,,,,,,,,,,,,,,,,,,
2019/1/31,0.177725347,0.133432986,0.110869444,,,,,,,,,,,,,,,,,,,,,
2019/2/1,0.175507986,0.133689931,0.112095833,,,,,,,,,,,,,,,,,,,,,
2019/2/2,0.17348125,0.133618056,0.112892014,,,,,,,,,,,,,,,,,,,,,
2019/2/3,0.190424653,0.134436806,0.113631597,,,,,,,,,,,,,,,,,,,,,
2019/2/4,0.220332639,0.139131597,0.115759028,,,,,,,,,,,,,,,,,,,,,
2019/2/5,0.211297544,0.144075439,0.118826316,,,,,,,,,,,,,,,,,,,,,
